Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status,Scientific Name - Concept Reference,Taxonomy Comments,Provincial FRPA Comments,COSEWIC Date,SARA Schedule,SARA Status,SARA Date
Cottus rhotheus,,Torrent Sculpin,,F-CORH,AFC4E02220,G5,Feb-16,S4S5,May-19,May-19,,,Yellow,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Cottus ricei,,Spoonhead Sculpin,,F-CORI,AFC4E02230,G5,Aug-15,S4,May-19,Jan-03,NAR (May 1989),,Yellow,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,May 1989,,,
Cottus sp. 9,,Rocky Mountain Sculpin,,F-COSP-09,AFC4E02380,GNRT3T4Q,Oct-21,S2,May-19,May-19,SC (Nov 2019),,Red,,,Big Bend Trench; Cariboo Mountains; Central Columbia Mountains; Crown of the Continent; Central Park Ranges; East Kootenay Trench; Elk Valley; Eastern Purcell Mountains; Flathead Valley; McGillivray Range; Northern Kootenay Mountains; Northern Shuswap Highland; Southern Columbia Mountains; Selkirk Foothills; Southern Park Ranges; Southern Purcell Mountains; Shuswap River Highland; Upper Columbia Valley,,,,1-SC (May 2017),,4 - Secure(2000),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,3- Thompson; 4- Kootenay; 7- Omineca; 8- Okanagan,Columbia Shuswap Regional District; Regional District of Central Kootenay; Regional District of East Kootenay; Regional District of Fraser-Fort George; Regional District of North Okanagan; Thompson-Nicola Regional District,Slocan; Silverton; Kaslo; New Denver; Nakusp; Golden; Revelstoke; Canal Flats; Cranbrook; Elkford; Fernie; Invermere; ; Kimberley; Radium Hot Springs; Sparwood,,,Native,Regularly occurring,,,N,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2007. Draft status report on the westslope population of the Rocky Mountain sculpin, Cottus sp. Six-month interim draft report. Committee on the Status of Endangered Wildlife in Canada. Ottawa. Unpublished. 38 pp.","Jan. 2010: Formerly Cottus bairdii punctulatus, but reported out as Cottus bairdii as C.b. punctulatus was the only subspecies in BC (DW). From Sue Pollard: Unpublished molecular genetics data (McPhail and Taylor, in prep - as reported in McPhail 2007) supports the conclusion by Neely (Neely, D.A. 2002. A systematic and taxonomic reassessment of the Mottled Sculpin species complex, Cottus bairdii Girard (Teleostei: Cottidae). PhD dissertation, Department of Biology, University of Alabama, Tuscaloosa) that the Rocky Mountain Sculpin (Flathead) is a species distinct from both C. bairdii and C. Confusus. Neely (2002) determined that it is also distinct from C. Punctulatus. He also determined its global range to be limited to east and west slopes of the Rocky Mountains (including Saskatchewan River to headwaters of Yellowstone River, to Upper Missouri in south). On the west slope (i.e. in BC), it is limited to the Flathead River.",,Nov 2019,1,SC,May 2017
Couesius plumbeus,,Lake Chub,,F-COPL,AFCJB06010,G5,Aug-15,S5,May-19,Jan-92,DD,Northern British Columbia Hotsprings population only.,Yellow,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,,,,,BG; BWBS; CDF; CWH; ESSF; ICH; IDF; MH; MS; PP; SBPS; SBS; SWB,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Couesius plumbeus pop. 2,Couesius plumbeus pop. 1,Lake Chub - Liard Hot Springs Populations,Lake Chub - Hotsprings Ecotype,F-COPL-02,AFCJB06012,G5TNRQ,,S1S2,May-19,May-19,T (Dec 2018),,Red,,,Cassiar Ranges; Clear Hills; Eastern Muskwa Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Finlay River Trench; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kechika River Trench; Liard Plain; Maxhamish Upland; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Omineca Mountains; Northern Skeena Mountains; Peace Foothills; Peace Lowland; Petitot Plain; Rabbit Plateau; Southern Boreal Plateau; Sikanni Chief Upland; Simpson Upland; Stikine Highland; Stikine Plateau; Trout Lake Plain; Tuya Range; Western Muskwa Ranges,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,,6- Skeena; 7- Omineca; 9- Peace,Peace River Regional District; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM,BWBS,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2018. COSEWIC Assessment Results, November 2018. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.",,,Dec 2018,,,
Couesius plumbeus pop. 3,Couesius plumbeus pop. 1,Lake Chub - Atlin Warm Springs Populations,Lake Chub - Hotsprings Ecotype,F-COPL-03,AFCJB06013,G5TNRQ,,S1,May-19,May-19,T (Dec 2018),,Red,,,Alsek Ranges; Cassiar Ranges; Central Boundary Ranges; Eastern Muskwa Ranges; Eastern Skeena Mountains; Finlay River Trench; Hyland Plateau; Kechika Mountains; Kluane Ranges; Kechika River Trench; Liard Plain; Manson Plateau; Meziadin Mountains; Nass Basin; Northern Boundary Ranges; Northern Omineca Mountains; Northern Skeena Mountains; Rabbit Plateau; Southern Boreal Plateau; Southern Boundary Ranges; Simpson Upland; Southern Omineca Mountains; Southern Skeena Mountains; Stikine Highland; Stikine Plateau; Tatshenshini Basin; Tagish Highland; Teslin Basin; Teslin Plateau; Tahltan Highland; Tuya Range; Whitehorse Upland,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,,6- Skeena; 7- Omineca; 9- Peace,Peace River Regional District; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM,BWBS; SWB,,Native,Regularly occurring,,,Y,Y,,"Committee on the Status of Endangered Wildlife in Canada (COSEWIC). 2018. COSEWIC Assessment Results, November 2018. Online. Available: http://www.cosewic.ca/index.php/en-ca/assessment-process.",,,Dec 2018,,,
Cryptacanthodes aleutensis,,Dwarf Wrymouth,,F-CRAL,AFCSF01020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Cryptacanthodidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Cryptacanthodes giganteus,,Giant Wrymouth,,F-CRGI,AFCSF01030,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Cryptacanthodidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Culaea inconstans,,Brook Stickleback,,F-CUIN,AFCPA02010,G5,Aug-15,S5,Mar-18,Nov-00,,,Yellow,,,,,,,,,4 - Secure(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Cyclothone atraria,,Yellow Bristlemouth,,F-CYAT,AFC7A01020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Gonostomatidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Cyclothone pallida,,Tan Bristlemouth,,F-CYPA,AFC7A01030,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Gonostomatidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Cyclothone pseudopallida,,Slender Bristlemouth,,F-CYPS,AFC7A01040,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Gonostomatidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Cyclothone signata,,Showy Bristlemouth,,F-CYSI,AFC7A01050,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Gonostomatidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Cymatogaster aggregata,,Shiner Perch,,F-CYAG,AFCQK01010,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Cyprinus carpio,,Common Carp,,F-CYCA,AFCJB08010,G5,Sep-96,SNA,May-19,Jan-03,,,Exotic,,,,,,,,,7 - Exotic(2005),,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,,,,,,,Exotic,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Danaphos oculatus,,Bottlelight,,F-DAOC,AFC7D03010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Dasycottus setiger,,Spinyhead Sculpin,,F-DASE,AFC4E28010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Derepodichthys alepidotus,,Cuskpout,,F-DEAL,AFCS812010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Diaphus theta,,California Headlightfish,,F-DITH,AFCVH02010,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Elassodiscus caudatus,,Humpback Snailfish,,F-ELCA,AFC4G10070,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,,,,,,,Native,Regularly occurring,,,N,N,,"Eschmeyer, William N. (editor). 1998. Catalog of fishes. Volumes 1-3. California Academy of Sciences, San Francisco, California. 958 pp. Updates available online at: https://research.calacademy.org/research/ichthyology/catalog/fishcatmain.asp",,,,,,
Embassichthys bathybius,,Deepsea Sole,,F-EMBA,AFCTB03010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Embiotoca lateralis,,Striped Seaperch,,F-EMLA,AFCQK05020,G5,Dec-17,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Engraulis mordax,,Northern Anchovy,,F-ENMO,AFCFB04020,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Clupeiformes,Engraulidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Enophrys bison,,Buffalo Sculpin,,F-ENBI,AFC4E29010,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Enophrys lucasi,,Leister Sculpin,,F-ENLU,AFC4E29030,GNR,,SNR,,,,,Not Reviewed,,,,,,,,,,,Vertebrate Animal,ray-finned fishes,,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,,,,,,,Native,Regularly occurring,,,N,N,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.",,,,,,
Entosphenus macrostomus,Lampetra macrostoma,Cowichan Lake Lamprey,Lake Lamprey; Vancouver Island Lake Lamprey; Vancouver Lamprey,F-ENMA,AFBAA02120,G2,Oct-19,S2,May-19,May-19,T (Dec 2017),,Red,,,Bulkley Basin; Bulkley Ranges; Central Chilcotin Ranges; Chilcotin Plateau; Continental Slope; Central Pacific Ranges; Dixon Entrance; Eastern Pacific Ranges; Fraser River Basin; Fraser Lowland; Georgia Lowland; Hecate Lowland; Hecate Strait; Juan de Fuca Strait; Johnstone Strait; Kimsquit Mountains; Kitimat Ranges; Leeward Island Mountains; Meziadin Mountains; Nanaimo Lowland; Nass Mountains; Nazko Upland; North Coast Fjords; Nechako Upland; Northern Island Mountains; Northern Pacific Ranges; Nahwitti Lowland; Outer Fjordland; Pavilion Ranges; Queen Charlotte Ranges; Queen Charlotte Sound; Queen Charlotte Strait; Southern Boundary Ranges; Southern Chilcotin Ranges; Southern Gulf Islands; Strait of Georgia; Southern Pacific Ranges; Vancouver Island Shelf; Western Chilcotin Ranges; Western Chilcotin Upland; Windward Island Mountains,,,,1-T (Jun 2003),,1 - At Risk(2005),,Vertebrate Animal,Lampreys,,Animalia,Craniata,Petromyzontida,Petromyzontiformes,Petromyzontidae,,1- Vancouver Island; 2- Lower Mainland; 3- Thompson; 5- Cariboo; 6- Skeena,Capital Regional District; Central Coast Regional District; Comox Valley Regional District; Cariboo Regional District; Cowichan Valley Regional District; Metro Vancouver Regional District; North Coast Regional District; Regional District of Alberni-Clayoquot; Regional District of Bulkley-Nechako; Regional District of Kitimat-Stikine; Regional District of Mount Waddington; Regional District of Nanaimo; Sunshine Coast Regional District; Squamish-Lillooet Regional District; Strathcona Regional District; Thompson-Nicola Regional District; qathet Regional District,Anmore; Belcarra; Bowen Island; Burnaby; Delta; North Vancouver - City; Port Moody; Richmond; Surrey; Vancouver; West Vancouver; White Rock; Lions Bay; North Vancouver - District; Squamish; Port Alberni; Tofino; Ucluelet; Central Saanich; Colwood; Esquimalt; Highlands; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal; Cumberland; Comox; Courtenay; Duncan; Ladysmith; Lake Cowichan; North Cowichan; Alert Bay; Port Alice; Port Hardy; Port McNeill; Parksville; Lantzville; Nanaimo; Qualicum Beach; Powell River; Gibsons; Sechelt; Campbell River; Gold River; Sayward; Tahsis; Zeballos; Kitimat; Stewart; Port Edward; Prince Rupert,CWH,,Native,Regularly occurring,,,Y,Y,,"Robins, C.R., R.M. Bailey, C.E. Bond, J.R. Brooker, E.A. Lachner, R.N. Lea, and W.B. Scott. 1991. Common and scientific names of fishes from the United States and Canada. American Fisheries Society, Special Publication 20. 183 pp.","April 11, 2013 - Changed from Lampetra macrostoma to Entosphenus macrostomus to align with NatureServe (DDW).

There are a number of freshwater populations derived from L. TRIDENTATA along the south coast of British Columbia. At one time one occurred in Elsie Lake near Port Alberni, and a similar parasitic form exists today in Ruby, Hotel and Sakinaw lakes on the Sechelt Peninsula (P91MCP01BCCA, O91UBC01BCCA). There is also a landlocked predaceous lamprey in Village Lake on Quadra Island. In these cases, however, there is no contact with seagoing lamprey so there is no evidence of biological isolation separating them as species. We are tracking only those populations which are separated by biological, rather than physical barriers.",,Dec 2017,1,T,Jun 2003
